StringNum	sourceLang	targetLang	sourceString	targetString
197	en	it	In addition, the maintenance of electrolyte balance, the prevention and treatment of secondary infection and septic shock, and the protection of the functions of the vital organs are also essential for SARS-CoV-2 patients.	Inoltre, il mantenimento dell’equilibrio degli elettroliti, la prevenzione e la cura dell’infezione secondaria e dello shock settico, e la protezione delle funzioni degli organi vitali sono anch’essi essenziali per i pazienti di SARS-CoV-2.
198	en	it	It has been known that a cytokine storm results from an overreaction of the immune system in SARS and MERS patients.	È risaputo che una tempesta di citochine deriva da una reazione eccessiva del sistema immunitario nei pazienti SARS e MERS.
199	en	it	Cytokine storm is a form of systemic inflammatory response featured by the release of a series of cytokines including TNF?, IL-1?, IL-2, IL-6, IFN?, IFN?, IFN?, and MCP-1.	La tempesta di citochine è una forma di risposta infiammatoria sistemica caratterizzata dal rilascio di una serie di citochine, tra cui TNF?, Il-1?, IL-2, IL-6, IFN?, IFN?, IFN?, e MCP-1.
200	en	it	These cytokines induce immune cells to release a vast number of free radicals which are the major cause of ARDS and multiple organ failure.	Queste citochine inducono le cellule immunitarie a rilasciare un vasto numero di radicali liberi che sono la causa principale di ARDS e dell’insufficienza multiorgano.
201	en	it	Immunosuppression is essential in the treatment of cytokine storms, especially in severe patients.	L’immunosoppressione è essenziale nel trattamento delle tempeste di citochine, specialmente nei pazienti gravi.
202	en	it	Corticosteroids and tocilizumab, an anti-IL6 monoclonal antibody, have been used to treat cytokine storm.	I corticosteroidi e il tocilizumab, un anticorpo monoclonale inibitore dell’IL6, sono stati usati per trattare le tempeste di citochine.
203	en	it	"Other immunosuppression treatments for cytokine storm include the modulation of T cell-directed immune response; the blockade of IFN-?, IL-1, and TNF; JAK inhibition ; blinatumomab ; suppressor of cytokine signaling 4 ; and HDAC inhibitors."	"Altri trattamenti immunosoppressivi per le tempeste di citochine comprendono la modulazione della risposta immunitaria diretta dai linfociti T, il blocco di IFN-?, IL-1, eTNF; l’inibizione di JAK ; il blintumoab ; i soppressori della segnalazione di citochine 4 ; e gli inibitori di HDAC."
204	en	it	Steroids, as immunosuppressants, were widely used in the treatment of SARS to reduce the severity of inflammatory damage.	Gli steroidi, in quanto immunosoppressori, sono stati ampiamente usati nel trattamento della SARS per ridurre la gravità dei danni infiammatori.
205	en	it	However, steroids at high dosages were not beneficial to severe lung injury in SARS and COVID-19 patients.	Tuttavia, gli steroidi in alte dosi non sono stati benefici per i danni polmonari nei pazienti SARS e COVID-19.
206	en	it	Instead, they may cause severe side effects, especially avascular osteonecrosis, dramatically affecting the prognosis.	Al contrario, essi potrebbero causare effetti avversi gravi, specialmente l’osteonecrosi avascolare, che impatta drammaticamente sulla prognosi.
207	en	it	Nevertheless, short courses of corticosteroids at low-to-moderate doses have been recommended to be used prudently for critically ill COVID-19 patients.	Ciononostante, è stato raccomandato l’uso prudente di brevi cicli di corticosteroidi in dosi da basse a moderate per i pazienti COVID-19 in condizioni critiche.
208	en	it	At the time of writing, no effective antiviral therapy has been confirmed.	Al momento della stesura di questa analisi, non è stata confermata alcuna terapia antivirale efficace.
209	en	it	However, intravenous administration with remdesivir, a nucleotide analog, has been found to be efficacious in an American patient with COVID-19.	Tuttavia, l'infusione endovenosa di remdesivir, un analogo nucleotidico, si è rivelata efficace in un paziente americano affetto da COVID-19.
210	en	it	Remdesivir is a novel antiviral drug developed by Gilead initially for the treatment of diseases caused by Ebola and Marlburg viruses.	Il remdesivir è un nuovo farmaco antivirale inizialmente sviluppato da Gilead per il trattamento delle malattie provocate dai virus Ebola e di Marlburg.
211	en	it	Later, remdesivir also demonstrated possible inhibition of other single stranded RNA viruses including MERS and SARS viruses.	In seguito il remdesivir si è rivelato anche un possibile inibitore di altri virus a filamento singolo di RNA, compresi i virus della SARS e della MERS.
212	en	it	Based on these, Gilead has provided the compound to China to conduct a pair of trials on SARS-CoV-2- infected individuals , and the results are highly anticipated.	Sulla base di questi, Gilead ha fornito il composto alla Cina per condurre un paio di sperimentazioni sugli individui infetti da SARS-CoV-2 , e i risultati sono molto attesi.
213	en	it	In addition, baricitinb, interferon-?, lopinavir/ritonavir, and ribavirin have been suggested as potential therapies for patients with acute respiratory symptoms.	Inoltre, il baricitinb, l’interferon-?, il lopinavir/ritonavir e la ribavirina sono stati suggeriti come potenziali terapie per pazienti con sintomi respiratori acuti.
214	en	it	Diarrhea, nausea, vomiting, liver damage, and other adverse reactions can occur following combined therapy with lopinavir/ritonavir.	A seguito di terapie combinate con il lopinavir/ritonavir  possono presentarsi diarrea, nausea, vomito, danni al fegato e altre reazioni avverse.
215	en	it	The interaction of these treatments with other drugs used in the patients should be monitored carefully.	L’interazione di questi trattamenti con altri farmaci nei pazienti deve essere monitorata attentamente.
216	en	it	Plasma from recovered patients and antibody generation	Plasma proveniente da pazienti guariti e generazione di anticorpi
217	en	it	The collection of the blood from patients who recovered from a contagious disease to treat other patients suffering from the same disease or to protect healthy individuals from catching the disease has a long history.	La raccolta del sangue di pazienti guariti da una malattia contagiosa per curare altri pazienti affetti dalla stessa malattia o per proteggere altri individui sani dal contrarre la malattia ha una lunga storia.
218	en	it	Indeed, recovered patients often have a relatively high level of antibodies against the pathogen in their blood.	Di fatti, i pazienti guariti hanno spesso un livello relativamente alto di anticorpi contro il patogeno nel proprio sangue.
219	en	it	Antibodies are an immunoglobulin (Ig) produced by B lymphocytes to fight pathogens and other foreign objects and they recognize unique molecules in the pathogens and neutralize them directly.	Gli anticorpi sono immunoglobuline (Ig) prodotte dai linfociti B per combattere i patogeni e altri oggetti estranei, e riconoscono molecole uniche all’interno dei patogeni, neutralizzandole in modo diretto.
220	en	it	Based on this, plasma was collected from the blood of a group of patients who recovered from COVID-19 and was injected into 10 seriously ill patients.	Sulla base di ciò, è stato raccolto il plasma dal sangue di un gruppo di pazienti guariti dal COVID-19 ed è stato iniettato a 10 pazienti gravemente ammalati.
221	en	it	Their symptoms improved within 24 hours, accompanied by reduced inflammation and viral loads and improved oxygen saturation in the blood.	I loro sintomi sono migliorati in 24 ore, e hanno registrato inoltre una riduzione dell’infiammazione e delle cariche virali e una migliore saturazione dell’ossigeno nel sangue.
222	en	it	However, verification and clarification are necessary to propose the method for large-scale use before specific therapies are not yet developed.	Tuttavia, fino a quando non verranno sviluppate terapie specifiche, è necessario che questi risultati siano verificati e chiariti per affinché il metodo sia proposto per un uso su larga scala.
223	en	it	In addition, given the therapeutic effects, some disadvantages associated with the plasma should be considered carefully.	Inoltre, visti gli effetti terapeutici, bisogna considerare attentamente alcuni svantaggi associati al plasma.
224	en	it	For example, antibodies can overstimulate the immune response and cause cytokine release syndrome, which is potentially a life-threatening toxicity.	Ad esempio, gli anticorpi possono sovrastimolare la risposta immunitaria e causare la sindrome da rilascio di citochine, che è una tossicità potenzialmente letale.
225	en	it	The concentration of antibodies in the blood is usually low, and the demand for the plasma is large to treat critically ill patients.	La concentrazione di anticorpi nel sangue è solitamente bassa, e la richiesta del plasma è alta per trattare pazienti in condizioni critiche.
226	en	it	It is difficult to develop and produce specific antibodies rapidly enough to fight against a global epidemic.	È difficile sviluppare e produrre anticorpi specifici abbastanza rapidamente da combattere un’epidemia globale.
227	en	it	Thus, it is more critical and practical to isolate B cells from recovered patients and identify the genetic codes encoding effective antibodies or screen for effective antibodies against essential proteins of the virus.	Pertanto, è più importante e pratico isolare i linfociti B dai pazienti guariti e identificare i codici genetici che codificano anticorpi efficaci o effettuare controlli per anticorpi efficaci contro le proteine essenziali del virus.
228	en	it	This way, we can readily scale up the production of the antibodies.	In questo modo, è possibile aumentare gradualmente la produzione degli anticorpi.
229	en	it	TCM has been used to treat a variety of diseases in China for thousands of years.	La MTC viene utilizzata per curare una gamma di malattie in Cina da migliaia di anni.
230	en	it	However, its effects largely rely on a combination of multiple components in a formula that varies depending on the diagnosis of a disease based on the theories of TCM.	Tuttavia, i suoi effetti si fondano in larga misura su una combinazione di componenti multiple in una formula che varia a seconda della diagnosi di una malattia basata sulle teorie della MTC.
231	en	it	Most of the effective components remain unknown or are vague as it is difficult to extract and verify such components or their optimal combinations.	La maggior parte delle componenti efficaci rimane sconosciuta o risulta vaga, poiché è difficile estrarre e verificare tali componenti o le loro combinazioni ottimali.
232	en	it	Currently, due to the lack of effective and specific therapy for COVID-19, TCM has become one of the major alternative treatments for patients with light to moderate symptoms or for those who have recovered from severe stages.	Attualmente, per via della mancanza di una terapia efficace e specifica per il COVID-19, la MTC è diventata una delle principali cure alternative per i pazienti con sintomi da lievi a moderati o per coloro che sono guariti da stadi gravi.
233	en	it	For example, Shu Feng Jie Du capsules and Lian Hua Qing Wen capsules were found to be effective for COVID-19 treatment.	Per esempio, è stato riscontrato che le capsule Shu Feng Jie Du e le capsule di Lian Hua Qing Wen sono efficaci per il trattamento del COVID-19.
234	en	it	Top cure rates in the treatment of COVID-19 patients were observed in several provinces in China that used TCM in 87% of their patients, including Gansu (63.7%), Ningxia (50%), and Hunan (50%), whereas Hubei province, which used TCM in only approximately 30% of its COVID-19 patients, had the lowest cure rate (13%).	I migliori tassi di cura nel trattamento dei pazienti COVID-19 sono stati osservati in alcune province in Cina che usavano la MTC sull’87% dei propri pazienti, incluse Gansu (63,7%), Ningxia (50%) e Hunan (50%), mentre la provincia dello Hubei, che usava la MTC solo su circa il 30% dei suoi pazienti COVID-19, aveva il tasso di cura più basso (13%).
235	en	it	However, this is quite a rough comparison as many other impact factors such as the number and severity of the patients should be included in the evaluation.	Tuttavia, questo è un confronto piuttosto approssimativo, poiché molti fattori d’impatto come il numero e la gravità dei pazienti dovrebbero essere inclusi nella valutazione.
236	en	it	On February 18, 2020, Boli Zhang and coworkers published a study to compare western medicine (WM) treatment alone with combined treatment of WM and TCM.	Il 18 febbraio 2020, Boli Zang e i suoi colleghi hanno pubblicato uno studio un cui venivano confrontati i trattamenti di sola medicina occidentale (MO) con i trattamenti combinati di MO e MTC.
237	en	it	They found that the times needed for body temperature recovery, symptom disappearance, and hospitalization were remarkably shorter in the WM+TCM group than in the WM only group.	Hanno riscontrato che i tempi necessari per l'abbassamento della temperatura corporea, la sparizione dei sintomi e l’ospedalizzazione erano considerevolmente più brevi nel gruppo MO+MTC che nel gruppo con solo MO.
238	en	it	Most impressively, the rate for symptomatic worsening (from light to severe) was remarkably lower for the WM+TCM group than for the WM only group (7.4% versus 46.2%) and the mortality was lower in the WM+TCM group than WM only group (8.8% versus 39%).	L’aspetto più impressionante è che il tasso di peggioramento sintomatico (da lieve a grave) era considerevolmente più basso per il gruppo MO+MTC che per il gruppo con solo MO (7,4% contro 46,2%) e la mortalità era più bassa nel gruppo MO+MTC che nel gruppo con solo MO (8,8% contro 39%).
239	en	it	Nevertheless, the efficacy and safety of TCM still await more well-controlled trials at larger scales and in more centers.	Ciononostante, l’efficacia e la sicurezza della MTC sono ancora in attesa di sperimentazioni ben controllate su larga scala e in più centri.
240	en	it	It would also be intriguing to characterize the mechanism of actions and clarify the effective components of TCM treatments or their combinations if possible.	Altrettanto interessante sarebbe caratterizzare il meccanismo delle azioni e chiarire le componenti efficaci dei trattamenti della MTC o delle loro combinazioni, se possibile.
241	en	it	Patients with suspected or confirmed COVID-19 mostly experience great fear of the highly contagious and even fatal disease, and quarantined people also experience boredom, loneliness, and anger.	I pazienti con COVID-19 sospetto o confermato manifestano per lo più una grande paura di questa malattia altamente contagiosa e perfino letale, e le persone in quarantena provano anche noia, solitudine e rabbia.
242	en	it	Furthermore, symptoms of the infection such as fever, hypoxia, and cough as well as adverse effects of the treatments such as insomnia caused by corticosteroids can lead to more anxiety and mental distress.	Inoltre, i sintomi dell’infezione quali la febbre, la ipossiemia e la tosse, così come gli effetti avversi delle cure come l’insonnia causata dai corticosteroidi possono portare a ulteriore ansia e disagio mentale.
243	en	it	In the early phase of the SARS outbreak, a range of psychiatric morbidities including persistent depression, anxiety, panic attacks, psychomotor excitement, psychotic symptoms, delirium, and even suicidality were reported.	Nella prima fase dell’epidemia di SARS sono state riscontrate una serie di morbilità psichiatriche, tra cui depressione persistente, ansia, attacchi di panico, agitazione psicomotoria, sintomi psicotici, delirio e perfino ideazione suicidaria.
244	en	it	Mandatory contact tracing and quarantine, as a part of the public health responses to the COVID-19 outbreak, can make people more anxious and guilty about the effects of the contagion, quarantine, and stigma on their families and friends.	Il tracciamento dei contatti e la quarantena obbligatori, in quanto parte delle risposte della sanità pubblica all’epidemia di COVID-19, possono far sentire le persone più in ansia e più in colpa per gli effetti del contagio, la quarantena e lo stigma sulle loro famiglie e i loro amici.
245	en	it	Thus, mental health care should be provided to COVID-19 patients, suspected individuals, and people in contact with them as well as the general public who are in need.	Pertanto, si dovrebbe offrire assistenza per la salute mentale ai pazienti COVID-19, agli individui con casi sospettati e le persone a contatto con loro, così come al pubblico in generale che ne ha bisogno.
246	en	it	The psychological support should include the establishment of multidisciplinary mental health teams, clear communications with regular and accurate updates about the SARS-CoV-2 outbreak and treatment plans and the use of professional electronic devices and applications to avoid close contact with each other.	Il supporto psicologico dovrebbe includere l’istituzione di team multidisciplinari di salute mentale, comunicazioni chiare con aggiornamenti regolari e puntuali sull’epidemia di SARS-CoV-2,sui suoi piani di cura e sull’uso di dispositivi elettronici professionali e applicazioni per evitare contatti ravvicinati.
247	en	it	Effective vaccines are essential for interrupting the chain of transmission from animal reservoirs and infected humans to susceptible hosts and are often complementary to antiviral treatment in the control of epidemics caused by emerging viruses.	Dei vaccini efficaci sono essenziali per interrompere la catena di trasmissione da serbatoi animali ed esseri umani infetti a ospiti suscettibili e sono spesso complementari ai trattamenti antivirali nel controllo delle epidemie causate da virus emergenti.
248	en	it	Efforts have been made to develop S protein-based vaccines to generate long-term and potent neutralizing antibodies and/or protective immunity against SARS-CoV.	Sono stati effettuati degli sforzi per sviluppare dei vaccini basati sulla proteina S per generare potenti anticorpi neutralizzanti e a lungo termine e/o immunità protettiva contro il SARS-CoV.
249	en	it	Live-attenuated vaccines have been evaluated in animal models for SARS.	Sono stati valutati vaccini vivi attenuati in modelli animali per la SARS.
250	en	it	However, the in vivo efficacy of these vaccine candidates in elderly individuals and lethal-challenge models and their protection against zoonotic virus infection have yet to be determined before a clinical study is initiated.	Tuttavia, prima di avviare uno studio clinico bisogna ancora determinare l’efficacia in vivo di questi vaccini candidati in individui anziani e nei modelli di esposizione letale e la loro protezione contro un’infezione da virus di origine zoonotica.
251	en	it	This is probably because SARS died down 17 years ago and no new case has been reported since.	Questo è probabilmente dovuto al fatto che la SARS si è estinta 17 anni fa e da allora non è stato registrato alcun nuovo caso.
252	en	it	In contrast, sporadic cases and clusters of MERS continue to occur in the Middle East and spread to other regions owing to the persistence of zoonotic sources in endemic areas.	Al contrario, casi sporadici e cluster di MERS continuano a verificarsi in Medio Oriente e a diffondersi in altre regioni per via della persistenza di fonti zoonotiche in aree endemiche.
253	en	it	Vaccination strategies have been developed for MERS by using inactivated virus, DNA plasmids, viral vectors, nanoparticles, virus-like particles and recombinant protein subunits and some have been evaluated in animal models.	Sono state sviluppate strategie di vaccinazione per la MERS usando virus inattivati, plasmidi del DNA, vettori virali, nanoparticelle, particelle virus-simili e sub unità di proteine ricombinanti, e alcune sono state valutate in modelli animali.
254	en	it	The development of a safe and effective vaccine against SARS-CoV-2 for non-immune individuals is an urgent and critical task for controlling the ongoing epidemic.	Lo sviluppo di un vaccino sicuro ed efficace contro il SARS-CoV-2 per gli individui non immuni è un compito urgente e cruciale per il controllo dell’epidemia in corso.
255	en	it	However, it is challenging to overcome the difficulty because of the long period of time (averaged 18 months) needed for vaccine development and the dynamic variations of CoVs.	Tuttavia, è difficile superare questa difficoltà a causa del lungo periodo di tempo (18 mesi in media) necessario per lo sviluppo di un vaccino e delle variazioni dinamiche dei CoV.
256	en	it	As a novel disease, COVID-19 has just started to manifest its full clinical course throughout thousands of patients.	In quanto nuova malattia, il COVID-19 ha appena iniziato a manifestare il suo intero decorso clinico in migliaia di pazienti.
257	en	it	In most cases, patients can recover gradually without sequelae.	Nella maggioranza dei casi, i pazienti possono guarire gradualmente senza sequele.
258	en	it	However, similar to SARS and MERS, COVID-19 is also associated with high morbidity and mortality in patients with severe cases.	Tuttavia, analogamente alla SARS e alla MERS, il COVID-19 è anche associato ad alte morbilità e mortalità nei pazienti con casi gravi.
259	en	it	Therefore, building a prognosis model for the disease is essential for health-care agencies to prioritize their services, especially in resource-constrained areas.	Pertanto, costruire un modello di prognosi per la malattia è essenziale per le agenzie sanitarie per dare priorità ai loro servizi, specialmente in aree prive di risorse.
260	en	it	Based on clinical studies reported thus far, the following factors may affect or be associated with the prognosis of COVID-19 patients (Table 3):	Sulla base degli studi clinici finora riportati, i seguenti fattori potrebbero influenzare o essere associati alla prognosi dei pazienti COVID-19 (Tabella 3):
261	en	it	Age: Age was the most important factor for the prognosis of SARS , which is also true for COVID-19.	Età: L'età era il fattore più importante per la prognosi della SARS , il che è anche vero per il COVID-19.
262	en	it	COVID-19 mainly happened at the age of 30-65 with 47.7% of those patients being over 50 in a study of 8,866 cases as described above.	Il COVID-19 si è verificato principalmente in persone con età dai 30 ai 65 anni, con il 47,7% di questi pazienti con età superiore ai 50 anni in uno studio di 8.866 casi descritto in precedenza.
263	en	it	Patients who required intensive care were more likely to have underlying comorbidities and complications and were significantly older than those who did not (at the median age of 66 versus 51) , suggesting age as a prognostic factor for the outcome of COVID-19 patients.	I pazienti che necessitavano cure intensive avevano più probabilità di presentare comorbilità pregresse e complicanze, ed erano sensibilmente più anziani di chi non ne aveva (all’età mediana di 66 anni contro 51) , il che suggerisce che l’età sia un fattore pronostico per l’esito dei pazienti COVID-19.
264	en	it	Sex: SARS-CoV-2 has infected more men than women (0.31/100,000 versus 0.27/100,000), as described above.	Sesso: Il SARS-CoV-2 ha infettato più gli uomini che le donne (0,31/100.000 contro 0,27/100.000), come descritto in precedenza.
265	en	it	Comorbidities and complications: Patients with COVID-19 who require intensive care are more likely to suffer from acute cardiac injury and arrhythmia.	Comorbilità e complicazioni: I pazienti con il COVID-19 che necessitano cure intensive hanno più probabilità di essere affetti da danni cardiaci acuti e aritmia.
266	en	it	Cardiac events were also the main reason for death in SARS patients.	Gli eventi cardiaci rappresentavano anche la principale causa di decesso nei pazienti SARS.
267	en	it	It has been reported that SARS-CoV-2 can also bind to ACE2-positive cholangiocytes, which might lead to liver dysfunctions in COVID-19 patients.	È stato riscontrato che il SARS-CoV-2 può anche legarsi ai colangiociti ACE2 positivi, il che potrebbe portare a disfunzioni epatiche nei pazienti COVID-19.
268	en	it	It is worth noting that age and underlying disease are strongly correlated and might interfere with each other.	È opportuno notare che l’età e le patologie pregresse sono fortemente correlate e potrebbero interferire l’una con le altre.
269	en	it	Abnormal laboratory findings: The C-reactive protein (CRP) level in blood reflects the severity of inflammation or tissue injury and has been proposed to be a potential prognostic factor for disease, response to therapy, and ultimate recovery.	Risultati di laboratorio anomali: Il livello di proteina C reattiva (CRP) nel sangue riflette la gravità dell’infiammazione o dei danni ai tessuti ed è stato proposto come potenziale fattore di prognosi per la malattia, la risposta alla terapia e la guarigione finale.
270	en	it	The correlation of CRP level to the severity and prognosis of COVID-19 has also been proposed.	È stata proposta anche la correlazione del livello di CRP alla gravità e alla prognosi del COVID-19.
271	en	it	In addition, elevated lactate dehydrogenase (LDH), aspartate aminotransferase (AST), alanine aminotransferase (ALT), and creatine kinase (CK) may also help predict the outcome.	Inoltre, anche elevati livelli di lattato deidrogenasi (LDH), aspartato aminotransferasi (AST), alanina aminotransferasi (ALT) e creatinchinasi (CK) potrebbero contribuire a prevedere l’esito.
272	en	it	These enzymes are expressed extensively in multiple organs, especially in the heart and liver, and are released during tissue damage.	Questi enzimi sono espressi estensivamente in diversi organi, in particolare nel cuore e nel fegato, e vengono rilasciati quando i tessuti vengono danneggiati.
273	en	it	Thus, they are traditional markers for heart or liver dysfunctions.	Pertanto, essi sono marcatori tradizionali di disfunzioni cardiache o epatiche.
274	en	it	Major clinical symptoms: Chest radiography and temporal progression of clinical symptoms should be considered together with the other issues for the prediction of outcomes and complications of COVID-19.	Sintomi clinici principali: La radiografia toracica e la progressione temporale dei sintomi clinici dovrebbero essere prese in considerazione assieme agli altri sintomi nella previsione degli esiti e delle complicanze del COVID-19.
275	en	it	Use of steroids: As described above, steroids are immunosuppressant commonly used as an adjunctive therapy for infectious diseases to reduce the severity of inflammatory damage.	Uso di steroidi: Come descritto in precedenza, gli steroidi sono immunosoppressori comunemente usati come terapia aggiuntiva per le malattie infettive al fine di ridurre la gravità dei danni infiammatori.
276	en	it	Since a high dosage of corticosteroids was widely used in severe SARS patients, many survivors suffered from avascular osteonecrosis with life-long disability and poor life quality.	Siccome una dose elevata di corticosteroidi è stata ampiamente usata nei pazienti SARS gravi, molti sopravvissuti hanno sviluppato osteonecrosi avascolare, con disabilità permanenti e scarsa qualità della vita.
277	en	it	Thus, if needed, steroids should be used at low dosage and for a short time in COVID-19 patients.	Pertanto, se necessario, gli steroidi dovrebbero essere utilizzati in basse dosi e per brevi periodi nei pazienti COVID-19.
278	en	it	Mental stress: As described above, during the COVID-19 outbreak many patients have suffered from extraordinary stress as they often endured long periods of quarantine and extreme uncertainty and witnessed the death of close family members and fellow patients.	Stress mentale: Come descritto in precedenza, durante l’epidemia di COVID-19 molti pazienti hanno subito uno stress straordinario, hanno vissuto lunghi periodi di quarantena ed estrema incertezza, e hanno assistito alla morte di parenti stretti e altri pazienti.
279	en	it	It is imperative to provide psychological counseling and long-term support to help these patients recover from the stress and return to normal life.	È necessario fornire consulenza psicologica e supporto nel lungo termine per aiutare questi pazienti a guarire dallo stress e tornare alla vita normale.
280	en	it	According to demographic studies so far, COVID-19 seems to have different epidemiological features from SARS.	Secondo gli studi di popolazione effettuati finora, il COVID-19 sembra avere caratteristiche epidemiologiche differenti da quelle della SARS.
281	en	it	In addition to replicating in the lower respiratory tract, SARS-CoV-2 can efficiently replicate in the upper respiratory tract and causes mild or no symptoms in the early phase of infection, similar to other CoVs that cause common colds.	Oltre a riprodursi nel tratto respiratorio inferiore, il SARS-CoV-2 può replicarsi efficacemente nel tratto respiratorio superiore e provoca sintomi moderati o non causa alcun sintomo nella prima fase dell’infezione, analogamente ad altri CoV che provocano raffreddori comuni.
282	en	it	Therefore, infected patients at the early phase or incubation period can produce a large amount of virus during daily activities, causing great difficulty for the control of the epidemic.	Pertanto, nella prima fase o nel periodo di incubazione i pazienti infetti possono produrre una vasta quantità di virus durante le attività quotidiana, causando una notevole difficoltà per il controllo dell’epidemia.
283	en	it	However, the transmission of SARS-CoV was considered to occur when the patients are severely ill, while most transmission did not happen at the early phase.	Tuttavia, si riteneva che la trasmissione del SARS-CoV avvenisse quando i pazienti erano gravemente malati, mentre la maggior parte della trasmissione non si verificava nella prima fase.
284	en	it	Thus, the current outbreak of COVID-19 is much more severe and difficult to control than the outbreak of SARS.	Pertanto, l’epidemia attuale di COVID-19 è molto più grave e difficile da controllare rispetto all’epidemia di SARS.
285	en	it	Great efforts are currently underway in China including the lockdown of Wuhan and surrounding cities and continuous quarantine of almost the entire population in hopes of interrupting the transmission of SARS-CoV-2.	Al momento sono in corso grandi sforzi in Cina che includono la chiusura di Wuhan e altre città circostanti e la quarantena continua della quasi totalità della popolazione, nella speranza di interrompere la trasmissione del SARS-CoV-2.
286	en	it	Although these actions have been dramatically damaging the economy and other sectors of the country, the number of new patients is declining, indicating the slowdown of the epidemic.	Sebbene queste azioni stiano danneggiando drasticamente l’economia e altri settori del Paese, il numero di nuovi pazienti sta diminuendo, indicando un rallentamento dell’epidemia.
287	en	it	The most optimistic estimate is that the outbreak will end by March and the downswing phase will last for 3-4 months.	La stima più ottimista prevede che l’epidemia si concluderà entro marzo e che la fase di ridimensionamento durerà per 3-4 mesi.
288	en	it	However, some other experts are not that optimistic.	Tuttavia, alcuni altri esperti non sono così ottimisti.
289	en	it	Paul Hunter, et al., estimated that COVID-19, which seems substantially more infectious than SARS, will not end in 2020.	Paul Hunter, et al. hanno stimato che il COVID-19, che sembra sensibilmente più infettivo della SARS, non terminerà nel 2020.
290	en	it	Ira Longini, et al., established a model to predict the outcome of the epidemic and suggested that SARS-CoV-2 could infect two-thirds of the global population.	Ira Longini, et al. hanno istituito un modello per prevedere l’esito dell’epidemia e hanno suggerito che il SARS-CoV-2 possa infettare due terzi della popolazione globale.
291	en	it	A Canadian group reported that SARS-CoV-2 was detected in both mid-turbinate and throat swabs of patients who recovered and left the hospital 2 weeks earlier , which indicates that the newly identified virus could become a cyclical episode similar to influenza.	Un gruppo canadese ha riscontrato che il SARS-CoV-2 è stato rilevato sia in tamponi nasali che faringei di pazienti guariti che avevano lasciato l’ospedale due settimane prima , che indica che il nuovo virus identificato potrebbe diventare un episodio ciclico simile all’influenza.
292	en	it	However, promising signs have occurred in China based on the declining number of new cases, indicating the current strategies might have been working.	Tuttavia, sono stati osservati segnali promettenti in Cina sulla base della diminuzione del numero dei nuovi casi, che indica che le strategie attuali potrebbero star funzionando.
293	en	it	Ebola was originally predicted to cause up to a million cases with half a million deaths.	In origine si prevedeva che l’Ebola avrebbe causato fino a un milione di casi con mezzo milione di decessi.
294	en	it	However, via strict quarantine and isolation, the disease has eventually been put under control.	Tuttavia, grazie a una quarantena e un isolamento rigorosi, la malattia è stata infine messa sotto controllo.
295	en	it	It is possible, similar to SARS-CoV, that SARS-CoV-2 might become weaker in infectivity and eventually die down or become a less pathogenic virus co-existent with humans.	È possibile che, analogamente al SARS-CoV, il SARS-CoV-2 possa indebolirsi in termini di infettività fino ad estinguersi o diventare un virus meno patogeno che coesiste con gli esseri umani.
296	en	it	A comparison of the epidemic of COVID-19 with that of SARS and MERS is provided below (Fig. 5).	Di seguito è riportato un confronto dell’epidemia di COVID-19 con quella di SARS e MERS (Fig. 5).
297	en	it	SARS-CoV-2 is highly transmittable through coughing or sneezing, and possibly also through direct contact with materials contaminated by the virus.	Il SARS-CoV-2 è altamente trasmissibile attraverso la tosse o gli starnuti, e probabilmente anche attraverso il contatto diretto con materiali contaminati dal virus.
298	en	it	The virus was also found in feces, which raises a new possibility of feces-to-mouth transmission.	Il virus è stato rinvenuto anche nelle feci, il che apre a una nuova possibilità di trasmissione oro-fecale.
299	en	it	A recent study on 138 cases reported that 41% of the cases were possibly caused by nosocomial infections, including 17 patients with other prior diseases and 40 health-care providers.	Uno studio recente su 138 pazienti ha riscontrato che il 41% dei casi è stato probabilmente causato da infezioni nosocomiali, tra cui 17 pazienti con altre patologie pregresse e 40 fornitori di cure mediche.
300	en	it	Thus, great precaution should be used to protect humans, especially health-care providers, social workers, family members, colleagues, and even bystanders in contact with patients or infected people.	Pertanto, bisognerebbe usare grande precauzione per proteggere gli esseri umani, specialmente i fornitori di cure mediche, i lavoratori sociali, parenti, colleghi e perfino i passanti a contatto con pazienti o persone infette.
301	en	it	"The first line of defense that could be used to lower the risk of infection is through wearing face masks; both the use of surgical masks and N95 respirator masks (series # 1860s) helps control the spread of viruses."	"La prima linea di difesa che può essere usata per diminuire il rischio di infezione è indossare le mascherine per il viso; l’uso di mascherine, sia chirurgiche che con respiratore N95 (numero di serie 1860), aiuta a controllare la diffusione dei virus."
302	en	it	Surgical face masks prevent liquid droplets from a potentially infected individual from traveling through the air or sticking onto surfaces of materials, where they could be passed on to others.	Le mascherine chirurgiche impediscono che le goccioline liquide da un individuo potenzialmente infetto si trasmettano nell’aria o aderiscano alle superfici dei materiali, dove potrebbero essere trasmesse ad altri.
